id,entity_name,dba,all_licenses,total_licenses,license_sub_types,address,city,state,zip_code,municipal_phone,place_id,google_name,formatted_address,website,phone_number,primary_category,categories,rating,user_ratings_total,business_status,enriched_at
8492,Soli Solar Solutions LLC,Soli Solar Solutions,2025333349,1,Cleaning Services,305 Calais Dr,Mesquite,Nevada,89027,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:58:53
8493,Solid Gunworks,Solid Gunworks,2024330533,1,Firearms/Firearms Instructor,980 American Pacific Dr,Henderson,Nevada,89014,,ChIJ9fVQhXnRyIARxBeJmTRsJb4,Solid Gunworks,"980 American Pacific Dr Ste 105, Henderson, NV 89014, USA",,(705) 540-2596,Store,Store,5.0,2,OPERATIONAL,2026-08-24 15:58:53
8494,Solid Inspection Services LLC,Solid Inspection Services LLC,2021318205,1,Real Estate Business,8925 Silk Bonnet Ct,Las Vegas,Nevada,89143,(702) 217-5325,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:58:54
8495,"Solidcore Nevada, LLC","Solidcore Nevada, LLC",2025334017,1,Fitness/Health Studios,2280 Paseo Verde Pkwy,Henderson,Nevada,89052,,ChIJY8iwAk3RyIARjbEe5CcrjmQ,[solidcore] Henderson,"2280 Paseo Verde Pkwy Ste 160, Henderson, NV 89052, USA",https://solidcore.co/studios/henderson?siteId=5745749&locationId=1&utm_source=google&utm_medium=search&utm_content=local-listing&utm_campaign=gmb-listing,(702) 857-7059,Gym,"Gym, Health",5.0,20,OPERATIONAL,2026-08-24 15:58:54
8496,Solomon Consulting Services Inc.,Excell Legal Funding,2009301642,1,Management/Marketing/Consulting,9550 S Eastern Ave,Las Vegas,Nevada,89123,,ChIJEVxjkRHOyIARi4eb2C1Z-9g,Excel Funding Solutions,"10120 S Eastern Ave Ste 231, Henderson, NV 89052, USA",,(800) 518-9235,Finance,Finance,3.0,2,CLOSED_PERMANENTLY,2026-08-24 15:58:55
8497,Solution Carpet Care,Solution Carpet Care,2019312755,1,Cleaning Services,4328 Matinee Ave,North Las Vegas,Nevada,89031,(702) 610-3687,ChIJy5aTTKjGyIARZlIOi_l0aDo,24/7 Carpet & Floor Care LLC,"3111 S Valley View Blvd suite A-113, Las Vegas, NV 89102, USA",http://247carpetfloorcare.net/,(702) 472-5547,Furniture Store,"Furniture Store, Home Goods Store, Laundry, Store",4.4,8,OPERATIONAL,2026-08-24 15:58:55
8498,"Solutions-II, Inc.","Solutions-II, Inc.",2013301026,1,App/Software Designer,2285 Corporate Cir,Henderson,Nevada,89074,(303) 514-0381,ChIJg7EwZNnRyIARGYIp8B6R6oY,Solutions II,"2285 Corporate Cir #140, Henderson, NV 89074, USA",http://www.solutions-ii.com/,(702) 688-4145,Establishment,,0.0,0,OPERATIONAL,2026-08-24 15:58:56
8499,"Solux Skin Care and Beauty Center, LLC",Maricel Yeung Beauty Studio,2023322880,1,Fitness/Health Studios,62 N Pecos Rd,Henderson,Nevada,89074,,ChIJo9Z4ygjvoWgRQGcSyOYxEqE,Maricel Yeung Beauty Studio,"62 N Pecos Rd Unit B, Henderson, NV 89074, USA",https://www.maricelbeautystudio.com/,(910) 689-8119,Health,Health,5.0,17,OPERATIONAL,2026-08-24 15:58:56
8500,"Soma Intimates, LLC",Soma Intimates,2021316612,1,Clothing and Apparel,2260 Village Walk Dr,Henderson,Nevada,89052,(239) 346-5157,ChIJHRxb293RyIAR1HyG1sPP0Og,Soma,"2260 Village Walk Dr #114, Henderson, NV 89052, USA",https://www.soma.com/locations/us/nv/henderson/2260-village-walk-drive/,(702) 566-2001,Clothing Store,"Clothing Store, Jewelry Store, Shoe Store, Store",4.1,61,OPERATIONAL,2026-08-24 15:58:57
8501,Something From Nothing LLC,Insurance By PH,2026336259,1,Insurance Agency or Adjusting Firm,461 Hazel St,Henderson,Nevada,89015,,ChIJuYiHYqPWyIARpErey7l-c9k,"Get Help With Insurance, Inc.","223 S Water St Ste B, Henderson, NV 89015, USA",https://gethelpwithinsurance.net/,(702) 541-0882,Insurance Agency,Insurance Agency,4.9,182,OPERATIONAL,2026-08-24 15:58:57
8502,Son Duc Le,Le Sonny Productions,2021317431,1,Management/Marketing/Consulting,611 Grande Sombrero Way,Henderson,Nevada,89015,,ChIJGXI4hVTNyIARVkfqCsQrbsw,SJP,"1979 Whitney Mesa Dr, Henderson, NV 89014, USA",http://www.sjp.vegas/,(833) 992-1925,Establishment,,5.0,4,OPERATIONAL,2026-08-24 15:58:58
8503,"Sonepar Mountain Holdings, LLC",Codale Electric Supply,2026334532,1,Inter-Jurisdictional Business,3975 W Desert Inn Rd,Las Vegas,Nevada,89102,,ChIJEQfIJQjGyIARSwqKFxYMHR0,Codale Electric Supply,"3975 W Desert Inn Rd, Las Vegas, NV 89102, USA",https://www.codale.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=las-vegas-branch,(702) 367-0400,Store,Store,4.5,39,OPERATIONAL,2026-08-24 15:58:58
8504,Sonia Cristina Diaz-Ebadi,Sonia Cristina Diaz-Ebadi LMFT Therapy Near Me LV,2024329667,1,"Social Work, Behavioral Therapy Business",760 Solitude Point Ave,Henderson,Nevada,89012,(805) 637-7630,ChIJHblo193RyIARnxg0MYZeZ9c,"Healing Conversations LLC, Sheeilu Satyapriya (Sheilu),MS, LMFT, LCPC, NCC","170 S Green Valley Pkwy #300, Henderson, NV 89012, USA",https://www.therapywithsheilu.com/,(702) 850-5606,Health,Health,5.0,49,OPERATIONAL,2026-08-24 15:59:00
8505,"Sonia L. Eldar, A Professional Corporation",Las Vegas Agent Support,2025332370,1,Miscellaneous,250 Opera House St,Henderson,Nevada,89012,,ChIJZZptmHHOyIAREJ88eZmu0n0,Berkshire Hathaway HomeServices Nevada Properties,"3185 St Rose Pkwy #100, Henderson, NV 89052, USA",http://www.bhhsnv.com/,(702) 796-7777,Real Estate Agency,Real Estate Agency,3.8,91,OPERATIONAL,2026-08-24 15:59:00
8506,Sook H Rychwalski,Cleaners and Alterations,2020313479,1,Dry Cleaners/Laundromat,10600 S Eastern Ave,Henderson,Nevada,89052,,ChIJWxhD_AbOyIARNTRjNbxz5Q4,The Cleaners & Alterations,"10600 S Eastern Ave, Henderson, NV 89052, USA",,(702) 837-1400,Laundry,Laundry,3.8,30,OPERATIONAL,2026-08-24 15:59:01
8507,Soothing Massage LLC,The Soothing Massage,2021318136,1,Massage Establishment,2641 Windmill Pkwy,Henderson,Nevada,89074,,ChIJa-K_x4jPyIARPr_pGL1dubo,Soothing massage,"2641 Windmill Pkwy, Henderson, NV 89074, USA",,(702) 202-2342,Establishment,,4.5,8,OPERATIONAL,2026-08-24 15:59:01
8508,Sophie Tang,Tang Techs,2020315236,1,E-Commerce and Online Retailer,2867 Cambretto Dr,Henderson,Nevada,89074,(626) 242-0662,ChIJjV18m8fPyIARvvIgnATZFI0,2867 Cambretto Dr,"2867 Cambretto Dr, Henderson, NV 89074, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:59:02
8509,"Sophy Wei Feng, M.D., A Professional Corporation",Anthem OBGYN,2006304714,1,Medical Office,2405 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJUfH1lf3RyIARgV3CcKd5xMo,Anthem Ob/gyn,"2405 W Horizon Ridge Pkwy Ste 110, Henderson, NV 89052, USA",https://www.anthemobgyn.com/,(702) 433-5357,Health,Health,2.5,47,OPERATIONAL,2026-08-24 15:59:02
8510,Sorry not Sorry Creamery LLC,Sorry Not Sorry Creamery,2023329307,1,Restaurant/Food Service,3239 Bicentennial Pkwy,Henderson,Nevada,89044,(714) 580-2986,ChIJ78QHuBDNyIARqAZpboZHYlY,Sorry Not Sorry Creamery - Inspirada,"3239 Bicentennial Pkwy, Henderson, NV 89044, USA",https://www.sorrynotsorrycreamery.com/,(702) 844-8504,Food,"Food, Store",4.7,226,OPERATIONAL,2026-08-24 15:59:03
8511,"Sorted Spaces, LLC",Sorted Spaces,2024331708,1,Personal Services,1164 Evergreen Cove St,Henderson,Nevada,89011,,ChIJdcURxlLXyIARLUyYeDU312s,Sorted Spaces,"1164 Evergreen Cove St, Henderson, NV 89011, USA",https://www.sortedspacesvegas.com/,(510) 283-8468,Establishment,,5.0,41,OPERATIONAL,2026-08-24 15:59:03
8512,Soul Sense Professional LLC,Soul Sense Professional LLC,2025332356,1,Independent Massage Therapist,5627 Fairmeade Way,Las Vegas,Nevada,89135,,ChIJGUgEkM3FyIARc4wk5lk7tnI,Soul & Grace Wellness,"2225 E Flamingo Rd Ste 200, Las Vegas, NV 89119, USA",http://soulandgracellc.com/,(702) 847-1112,Gym,"Gym, Health, Spa",5.0,5,OPERATIONAL,2026-08-24 15:59:04
8513,Soul Tonic Vibes LLC,Soul Tonic Vibes LLC,2025334213,1,Wellness Services,1550 Silver Sunset Dr,Henderson,Nevada,89052,,ChIJn5S10HzDyIARXLGy1nJimZc,SOUL REFLECTION BOTANICA / SPRITUAL SHOP (TIENDA ESOTERICA Y SANTUARIO PARA OFRENDAS),"2901 W Washington Ave L120, Las Vegas, NV 89107, USA",,(725) 230-9899,Health,"Health, Home Goods Store, Place Of Worship, Store",5.0,24,OPERATIONAL,2026-08-24 15:59:04
8514,Sound Sleep LLC,Sound Sleep,2025332072,1,Personal Services,1742 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,ChIJfWKEUG_RyIARI13H-0SaICk,Sound Sleep Medical,"1742 W Horizon Ridge Pkwy Ste 100, Henderson, NV 89012, USA",https://www.soundsleepmedical.com/henderson/,(702) 357-3620,Health,Health,4.9,22,OPERATIONAL,2026-08-24 15:59:05
8515,Source One Events,Source One Events,2021316165,1,Inter-Jurisdictional Business,6115 S Dodd St,Las Vegas,Nevada,89122,,ChIJ1UjcrRXRyIARRIQmgClUGh8,Source One Tent & Events,"6115 Dodd St, Las Vegas, NV 89122, USA",http://source1events.com/,(702) 795-7772,Establishment,,5.0,19,OPERATIONAL,2026-08-24 15:59:05
8516,Sourcefield LLC,Sourcefield LLC,2022320304,1,E-Commerce and Online Retailer,2506 Citrus Garden Cir,Henderson,Nevada,89052,,ChIJIxICDh7OyIARgL3TSWEvENM,2506 Citrus Garden Cir,"2506 Citrus Garden Cir, Henderson, NV 89052, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:59:06
8517,SouthShore Golf Villas Homeowners Association,SouthShore Golf Villas Homeowners Association,2006301109,1,Non-Profit Registration,1605 Lake Las Vegas Pkwy,Henderson,Nevada,89011,,ChIJH9n3iOTXyIARtdD3UyGKlZU,South Shore Homeowners Association,"220 Grand Mediterra Blvd, Henderson, NV 89011, USA",https://southshorelakelasvegas.com/,(702) 248-7742,Establishment,,5.0,3,OPERATIONAL,2026-08-24 15:59:06
8518,"Southend Strategic Partners, LLC",The Flynn Group,2023322664,1,"Commodities, Securities, or Mutual Funds",2900 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJMxNHDQzOyIARAyZOWyrT_UM,"The Flynn Group - Ameriprise Financial Services, LLC","2900 W Horizon Ridge Pkwy Ste 201, Henderson, NV 89052, USA",https://www.ameripriseadvisors.com/team/the-flynn-group/?cid=IP_local_google,(702) 992-6300,Finance,Finance,5.0,1,OPERATIONAL,2026-08-24 15:59:07
8519,Southern Blue Pools LLC,Southern Blue Pools LLC,2021317512,1,Pool and Spa Maintenance,2014 Pinion Springs Dr,Henderson,Nevada,89074,,ChIJlRALtibNyIARRCpxlwiReYk,Coastal Blue Pools,"11500 S Eastern Ave Ste 150, Henderson, NV 89052, USA",http://coastalblupools.com/,(702) 577-7020,Establishment,,5.0,1,OPERATIONAL,2026-08-24 15:59:07
8520,Southern Cravingz LLC,Southern Cravingz,2026334878,1,Mobile Food Vendor,2121 E Sahara Ave,Las Vegas,Nevada,89104,,ChIJi2ZPRuzFyIARd--t7Sk1giU,Southern Cravingz,"2121 E Sahara, Green Valley Pkwy Suite G 1000 N, Las Vegas, NV 89104, USA",https://www.facebook.com/Southerncravingz3,(702) 840-8226,Food,"Food, Meal Takeaway, Restaurant",5.0,9,OPERATIONAL,2026-08-24 15:59:08
8521,"Southern Glazer's Wine and Spirits, LLC","Southern Glazer's Wine and Spirits, LLC",2016302531,1,Inter-Jurisdictional Business,8400 S Jones Blvd,Las Vegas,Nevada,89139,,ChIJaan40I_IyIARxOqlbshDtxk,Southern Glazer's Wine & Spirits (Las Vegas),"8400 S Jones Blvd, Las Vegas, NV 89139, USA",http://www.southernglazers.com/location/nevada/,(702) 876-4500,Food,"Food, Liquor Store, Store",3.6,165,OPERATIONAL,2026-08-24 15:59:09
8522,Southern Nevada Appliance Repair LLC,Southern Nevada Appliance Repair LLC,2020313834,1,Inter-Jurisdictional Business,7755 Tierra Montanosa  AVE,LAS VEGAS,Nevada,89179,,ChIJuZQVDBvdyIAR47Hb2yoIod0,Appliance Repair Services,"3060 N Nellis Blvd, Las Vegas, NV 89115, USA",,(702) 746-4055,Establishment,,5.0,1,OPERATIONAL,2026-08-24 15:59:09
8523,"Southern Nevada Bariatrics, Mustafa Ahmed MD FACS, PLLC",Southern Nevada Bariatrics,2023323597,1,Medical Office,2990 W Horizon Ridge Pkwy,Henderson,Nevada,89052,,ChIJVfSYwufEyIARS0uEmTC-NvA,Southern Nevada Bariatrics,"2990 W Horizon Ridge Pkwy Ste 100 A, Henderson, NV 89052, USA",https://www.southernnevadabariatrics.com/,(702) 583-7805,Doctor,"Doctor, Health",4.6,155,OPERATIONAL,2026-08-24 15:59:10
8524,Southern Nevada Climbers Coalition,Southern Nevada Climbers Coalition,2024331552,1,Non-Profit Registration,8221 W Charleston Blvd,Las Vegas,Nevada,89117,,ChIJjfkHWljFyIAR4uACa5ohEMI,Nevada Climbing Center,"3065 E Patrick Ln #4, Las Vegas, NV 89120, USA",https://nevadaclimbingcenters.com/,(702) 623-2405,School,School,4.6,231,OPERATIONAL,2026-08-24 15:59:10
8525,Southern Nevada Desert Mermaids,Southern Nevada Desert Mermaids,2017305814,1,Non-Profit Registration,11700 W Charleston Blvd,Las Vegas,Nevada,89135,,ChIJsaVL-n-_yIARBnpWd4C-BkI,Nevada Desert Mermaids,"101 S Pavilion Center Dr, Pavilion Center Dr Pool, Las Vegas, NV 89144, USA",http://www.desertmermaids.org/,(702) 728-5766,Establishment,,5.0,1,OPERATIONAL,2026-08-24 15:59:11
8526,Southern Nevada Detail LLC,Southern Nevada Detail LLC,2018307147,1,Mobile Detailing,123 Linden St,Henderson,Nevada,89015,,ChIJ2dUYNN1HUG8RUfP81VB3cj8,Bartlett Detail LLC,"101 Via Vin Santo, Henderson, NV 89011, USA",https://bartlettdetail.com/,(702) 701-3470,Car Wash,Car Wash,5.0,123,OPERATIONAL,2026-08-24 15:59:11
8527,Southern Nevada Inspectors Inc.,HouseMaster,2024330808,1,Real Estate Business,7717 Native Winds Ct,Las Vegas,Nevada,89149,,ChIJIWTroSDryIARWWrtsz4bvxk,Northwest,"5550 Painted Mirage Rd Ste 140, Las Vegas, NV 89149, USA",https://lasvegas.myrealtyonegroup.com/real-estate-office/429/northwest-office,(702) 898-0101,Real Estate Agency,Real Estate Agency,3.0,4,OPERATIONAL,2026-08-24 15:59:12
8528,Southern Nevada Junior Golf Association,SOUTHERN NEVADA JUNIOR GOLF ASSOCIATION,"2007300880, 2007303588",2,Non-Profit Registration,2625 N Green Valley Pkwy,Henderson,Nevada,89014,,ChIJRV0XUlDByIARXlvJgbvtN3A,Southern Nevada Junior Golf Association,"8010 W Sahara Ave Suite 260, Las Vegas, NV 89117, USA",http://www.southernnevadajuniorgolf.com/,(702) 430-2600,Establishment,,4.6,7,OPERATIONAL,2026-08-24 15:59:12
8529,Southern Nevada Locksmith LLC,Southern Nevada Locksmith LLC,2010300962,1,Locksmith/Safe Mechanic,1632 Buffalo Trail Dr,Henderson,Nevada,89014,,ChIJj2RHXyXRyIARdl6AIccgGxg,Southern Nevada Locksmith LLC,"1632 Buffalo Trail Dr, Henderson, NV 89014, USA",http://www.southernnevadalocksmith.com/,(702) 595-8852,Locksmith,Locksmith,5.0,21,OPERATIONAL,2026-08-24 15:59:13
8530,"Southern Nevada Music Co., Inc.","Southern Nevada Music Co., Inc.",2001301602,1,Miscellaneous,350 N Stephanie St,Henderson,Nevada,89014,,ChIJC61Ub__QyIARePfCSdANfu0,Southern Nevada Music,"350 N Stephanie St, Henderson, NV 89014, USA",http://www.southernnevadamusic.com/,(702) 938-4646,Moving Company,"Moving Company, Store",4.5,66,OPERATIONAL,2026-08-24 15:59:13
8531,Southern Nevada Soccer Association,LV Heat Surf SC,2006305353,1,Non-Profit Registration,149 N Gibson Rd,Henderson,Nevada,89014,,ChIJhdPNdxDQyIARAWSaVNbxbXA,Heat FC,"Las Vegas, 149 N Gibson Rd SUITE I, Henderson, NV 89014, USA",https://www.heatfcnevada.com/,,Establishment,,3.0,4,OPERATIONAL,2026-08-24 15:59:14
8532,Southern Nevada Tax Assistance Inc,Southern Nevada Tax Assistance Inc,2025334074,1,Non-Profit Registration,4427 Genella Way,North Las Vegas,Nevada,89031,,ChIJbY9o76TcyIARlLh1VxiHdwU,Nevada Tax Solutions Corporation,"Parking lot, 4441 E Bonanza Rd #130, Las Vegas, NV 89110, USA",,(702) 448-2506,Accounting,"Accounting, Finance",4.2,18,OPERATIONAL,2026-08-24 15:59:15
8533,Southern Sky LLC,Southern Sky LLC,2024329632,1,Miscellaneous,2744 Borthwick Ave,Henderson,Nevada,89044,,ChIJF2_ZV13NyIARkxUnTC1Ja-c,2744 Borthwick Ave,"2744 Borthwick Ave, Henderson, NV 89044, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:59:15
8534,Southshore Investment Group LLC,SouthShore Country Club,"2023321868, 2023321869, 2023321870, 2023321871, 2023321872, 2023321873, 2023321874",7,"Liquor, Restaurant/Food Service, Miscellaneous",100 Strada Di Circolo,Henderson,Nevada,89011,,ChIJmQ-jwO_XyIARAM8NfOIkBgI,SouthShore Country Club,"100 Strada Di Circolo, Henderson, NV 89011, USA",https://southshoreccllv.com/,(702) 856-8400,Establishment,,4.7,230,OPERATIONAL,2026-08-24 15:59:15
8535,Southwest Blinds & Shutters LLC.,Southwest Blinds & Shutters LLC,2024329435,1,Retail Product Sales,1000 N Green Valley Pkwy,Henderson,Nevada,89074,,ChIJ91CKTQDPyIARlaP_EEi0img,Southwest Blinds & Shutters,"1000 N Green Valley Pkwy #520, Henderson, NV 89074, USA",https://southwestblinds.com/service-areas/henderson-nv/,(702) 291-1767,Home Goods Store,"Home Goods Store, Store",4.9,733,OPERATIONAL,2026-08-24 15:59:16
8536,Southwest Concrete Pumping LLC.,Southwest Concrete Pumping LLC.,2023322099,1,Miscellaneous,271 Sunpac Ave,Henderson,Nevada,89011,,ChIJYafUbqnXyIARuMlzrp0X4xo,Southwest Concrete Pumping & Conveying,"271 Sunpac Ave, Henderson, NV 89011, USA",https://swconcretepumping.com/,(702) 771-7867,General Contractor,General Contractor,5.0,2,OPERATIONAL,2026-08-24 15:59:16
8537,Southwest Exotic Avian Rescue,Southwest Exotic Avian Rescue,2020314184,1,Non-Profit Registration,5413 Hickam Ave,Las Vegas,Nevada,89130,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:59:17
8538,"Southwest Funding, LP","Southwest Funding, LP",2025333503,1,Mortgage Lending Company,871 Coronado Center Dr,Henderson,Nevada,89052,,ChIJOaxj5tC5yIARNhEmbI-43v8,"Sun West Mortgage Company, Inc.","871 Coronado Center Dr Ste 200 Office #229, Henderson, NV 89052, USA",https://swmc.com/,(800) 453-7884 ext. 74191,Finance,Finance,5.0,1,OPERATIONAL,2026-08-24 15:59:18
8539,Southwest Geotechnical LLC,Southwest Geotechnical LLC,2024329689,1,Engineering Firm,2603 W Charleston Blvd,Las Vegas,Nevada,89102,,ChIJgw4zJH3GyIARxoCfvNAZjqA,Southwest Geotechnical,"2603 W Charleston Blvd, Las Vegas, NV 89102, USA",http://swgeo.us/,(702) 323-6000,Establishment,,3.8,11,OPERATIONAL,2026-08-24 15:59:18
8540,"Southwest Medical Associates, Inc.","Southwest Medical Associates, Inc.","2011301081, 2006305378, 2019310165, 2025333616",4,"Medical Office, Personal Services",270 W Lake Mead Pkwy,Henderson,Nevada,89015,,ChIJOY_UArTWyIARTtnIx2QbsyM,Lake Mead Healthcare Center,"270 W Lake Mead Pkwy, Henderson, NV 89015, USA",https://www.optum.com/en/care/facilities/nv/southwest-medical-lake-mead-healthcare-center-12011_0000163x629.html,(702) 877-5088,Doctor,"Doctor, Health",4.2,156,OPERATIONAL,2026-08-24 15:59:19
8541,Southwest Property Services LLC,Southwest Property Services LLC,2022321246,1,Cleaning Services,320 E Longacres Dr,Henderson,Nevada,89015,,ChIJB4RbZRrQyIAR7BhOKlmBWXU,"Southwest Management Group, LLC","1013 Whitney Ranch Dr #140, Henderson, NV 89014, USA",https://swmglv.com/,(702) 871-5177,Real Estate Agency,Real Estate Agency,4.3,18,OPERATIONAL,2026-08-24 15:59:19
8542,Southwest Sabor LLC,Southwest Sabor,2025333590,1,Mobile Food Vendor,2100 N Boulder Hwy,Henderson,Nevada,89011,,ChIJT4HGBwDFyIARoXe0qdmN71E,Southwest Sabor,"2100 N Boulder Hwy, Henderson, NV 89011, USA",https://www.southwestsabor.com/,(505) 514-1346,Food,"Food, Restaurant",4.9,11,OPERATIONAL,2026-08-24 15:59:20
8543,"Southwest Sales Tax Solutions, LLC","Southwest Sales Tax Solutions, LLC",2013300044,1,Accounting Firm,926 Monte Etna Ave,Henderson,Nevada,89012,,ChIJ4cjGUwDbyIAR6rQsI4KyILM,Soila's Tax Service & More,"2800 S Lamb Blvd Spc 113, Las Vegas, NV 89121, USA",,(702) 980-4353,Accounting,"Accounting, Finance",5.0,1,OPERATIONAL,2026-08-24 15:59:20
8544,"Southwest Traffic Control, LLC","Southwest Traffic Control, LLC",2025333625,1,Inter-Jurisdictional Business,5280 S Valley View Blvd,Las Vegas,Nevada,89118,,ChIJVVVV0QjEyIARdH_g4d_CDlw,Southwest Traffic Control,"2901 S Highland Dr, Las Vegas, NV 89109, USA",,(702) 413-8165,Establishment,,0.0,0,OPERATIONAL,2026-08-24 15:59:21
8545,Sovngard LLC,Sovngard LLC,2023323235,1,Law Firm or Law Office,690 Pearl Island Dr,Henderson,Nevada,89015,,ChIJHwhpaCXUyIARDvc8DIJE9zE,690 Pearl Island Dr,"690 Pearl Island Dr, Henderson, NV 89015, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:59:21
8546,Spa-K9 LLC,Spa-K9 LLC,2025332243,1,Pet Product Sales,1820 E Warm Springs Rd,Las Vegas,Nevada,89119,,ChIJtX9PCgvPyIARnY91caLSr10,LAS VEGAS K9 TRAINING,"210 E Windmill Ln, Las Vegas, NV 89123, USA",http://lasvegask9training.com/,(833) 702-5859,Establishment,,4.6,37,OPERATIONAL,2026-08-24 15:59:22
8547,SpaceChild Photography LLC,SpaceChild Photography LLC,2026335560,1,Photography and Videography Sales/Service,1050 Whitney Ranch Dr,Henderson,Nevada,89014,,ChIJQRFn9XzQyIAROfJmTdRr2jg,1050 Whitney Ranch Dr,"1050 Whitney Ranch Dr, Henderson, NV 89014, USA",,,Premise,"Premise, Street Address",0.0,0,OPERATIONAL,2026-08-24 15:59:23
8548,"Spacefinders Realty, Inc.","Spacefinders Realty, Inc.",2008301202,1,Office Only,3535 Executive Terminal Dr,Henderson,Nevada,89052,,ChIJ15aF2jLMyIARijme0fbM8Tw,Spacefinders Realty,"3535 Executive Terminal Dr #3, Henderson, NV 89052, USA",https://www.spacefindersrealtyinc.com/,(702) 361-2100,General Contractor,General Contractor,1.0,1,CLOSED_PERMANENTLY,2026-08-24 15:59:23
8549,Spadafora Boxing Foundation,Spadafora Boxing Foundation,2023322817,1,Non-Profit Registration,806 Rising Star Dr,Henderson,Nevada,89014,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:59:24
8550,Spanish Meadows Healthcare LLC,Harmony Hospice,2021317264,1,Medical Office,5550 S Jones Blvd,Las Vegas,Nevada,89118,,ChIJw7KYOevHyIAR9Wzcc9JntHU,Harmony Hospice,"5550 S Jones Blvd, Las Vegas, NV 89118, USA",https://harmonynv.com/,(702) 471-0205,Doctor,"Doctor, Health",4.8,53,OPERATIONAL,2026-08-24 15:59:24
8551,Spankys Mobile Diesel LLC,Spankys Mobile Diesel LLC,2025333305,1,Automotive,1101 Industrial Rd,Boulder City,Nevada,89005,(702) 834-2094,ChIJY1jKv2rVzoAR7NjCjg32Wu4,Spanky’s Diesel Repair LLC,"1101 Industrial Rd #18, Boulder City, NV 89005, USA",,(702) 834-2094,Car Repair,Car Repair,4.4,55,OPERATIONAL,2026-08-24 15:59:25
8552,Sparc Welding Inc,Sparc Welding Inc,2021317480,1,Inter-Jurisdictional Business,1011 Industrial Rd,Boulder City,Nevada,89005,,ChIJ__87IGLWyIAR9hRyntIpmQU,Sparc Welding,"1011 Industrial Rd #3, Boulder City, NV 89005, USA",http://www.sparc.vegas/,(702) 886-7006,Car Repair,Car Repair,4.9,141,OPERATIONAL,2026-08-24 15:59:25
8553,Spark check 911 LLC,Spark Check 911,2024331340,1,Automotive,9278 S Park St,Las Vegas,Nevada,89178,,,,,,,,,0.0,0,OPERATIONAL,2026-08-24 15:59:26
8554,Sparkflight Studios LLC,Sparkflight Studios,2017306572,1,Architectural Firm,2012 W Sunset Rd,Henderson,Nevada,89014,,ChIJhZCNbKvRyIARWquuDDk1Jd8,Sparkflight Studios,"2012 W Sunset Rd Ste 120, Henderson, NV 89014, USA",https://sparkflightstudios.com/,(702) 553-3323,Establishment,,5.0,2,OPERATIONAL,2026-08-24 15:59:26
8555,Sparks Art Paint Party LLC,Sparks Art Paint Party,2024330000,1,Instructional Services,390 El Pico Dr,Henderson,Nevada,89014,,ChIJdyYc_4rHyIARgIiLEhQmP7Q,Brush It Up Mobile Paint Parties,"4245 S Grand Canyon Dr Unit 125, Las Vegas, NV 89147, USA",https://www.brushingitup.com/,(702) 931-6008,Establishment,,5.0,434,OPERATIONAL,2026-08-24 15:59:27
8556,"Speakeasy Therapy Services, LLC","Speakeasy Therapy Services, LLC",2023321535,1,"Social Work, Behavioral Therapy Business",2490 Paseo Verde Pkwy,Henderson,Nevada,89074,,ChIJ5xnY_IbRyIARMP08G52M0BU,Speakeasy Therapy Services,"2490 Paseo Verde Pkwy #155, Henderson, NV 89074, USA",http://www.speakeasytherapylv.org/,(702) 515-4009,Health,"Health, Physiotherapist",3.1,39,OPERATIONAL,2026-08-24 15:59:27
8557,"Special Operations Associates, Inc. Of Nevada","Special Operations Associates, Inc.",1991008993,1,Private Investigators/Related Occupations,3405 Cambridge St,Las Vegas,Nevada,89169,,ChIJK8qPf1_EyIAR4HZRWx9dC8s,"Special Operations Associates, Inc.","3405 Cambridge St, Las Vegas, NV 89169, USA",http://www.soasecurity.com/,(702) 386-8065,Establishment,,3.8,44,OPERATIONAL,2026-08-24 15:59:28
8558,Special Tactics Solutions Inc.,"STS, Inc.",2023323335,1,Miscellaneous,1410 Jet Stream Dr,Henderson,Nevada,89052,(910) 574-7431,ChIJ3UYTSgDPyIARzpunwkQL6GI,THE REBEIRO COMPANY LEASING OFFICE,"2690 Chandler Ave, Las Vegas, NV 89120, USA",http://www.ribeirocorp.com/,(702) 736-6901,Establishment,,5.0,1,OPERATIONAL,2026-08-24 15:59:28
