entity_name,license_numbers,dba_names
The Welby Group LLC,2024329856,Welby Wellness & Aesthetics
The Well Physio LLC,2019312596,The Well Physio LLC
The Well-Being Collective LLC,2026334638,The Well-Being Collective LLC
The Wolf Collective Inc.,2023321805,Lulu's Doggy Salon & Spaw
The Wood Connection of Las Vegas LLC,2016301957,Wood You Name It
"The Wright Law Offices, A Professional Legal Corporation",2023321555,"The Wright Law Offices, A Professional Legal Corporation"
"The X's And O's Of Success, LLC",2008303506,"The X's And O's Of Success, LLC"
TheOneLawyer.com PLLC,2022320740,TheOneLawyer.com
"Theisen Industries, LLC",2026334811,Theisen Industries LLC
Themes of Therapy Professional LLC,2023321386,Themes of Therapy
Thep Phanom LLC,2025332079; 2025333022,Mahanakon Thai
Therapy for Better Life PLLC,2022320179,Therapy for Better Life PLLC
ThinkSTG LLC,2026334526,ThinkSTG LLC
Thistle House LLC,2022320808,Thistle House LLC
"Thomas A. Alfreda Jr. & Associates, PC",2024330102,Health4life
"Thomas Brooks Insurance Agency, Inc.",2023322521,"Thomas Brooks Insurance Agency, Inc."
"Thomas Dermatology, Inc.",2018308632; 2023322963,Thomas Dermatology
Thomas Gray,2021316581,Thomas Gray
Thomas Handley,2005304531,The Screenmachine of Henderson
Thomas Jones,2023322098,ONIT Home Inspections
Thomas M. Galbraith,2009303347,KG Financial Group
Thomas R. Horst,2010300126,"Horst, Thomas"
Thomas Summers,2024331562,Total Residential Services
"Thompson Machinery Sales, Inc.",1994028931; 2017304334,"Thompson Machinery Sales, Inc."
Thornley Endurance LLC,2022320262,Thornley Endurance
Thoroughbred Tax Service,2008302084,Thoroughbred Tax Service
"Thorsen, Grethe Lise",2011300069,"Thorsen, Grethe Lise"
Thread Endz LLC,2019311261,Thread Endz LLC
"Three Lock Box, LLC",2024330123,"Three Lock Box, LLC"
Three Scoops LLC,2025333250,Three Scoops
Three Treasure's LLC,2012309905,All Seasons Pool Service
"Thrive Therapy & Healing, PLLC",2024331740,Thrive Therapy & Healing
"Thriveworks Clinical - Nevada, PC",2022320715,"Thriveworks Clinical - Nevada, PC"
Thu T Vu,2021317553,2000 Nails
Thurgood LLC,2025334134,Thurgood LLC
"Thurlow Wealth Management, LLC",2022318353,"Thurlow Wealth Management, LLC"
Thuy Nuynh,2007302524,Da-Vi Nails
Thuy Vy Paz,2025333162,La Paz Design Studio
Tiana Alexandra LLC,2026335681,Market Vegas
"Tibor, LLC",2022318489,Tibor Trading Company
TickTalk Therapy LLC,2019311958,TickTalk Therapy LLC
"Ticor Title of Nevada, Inc.",2025333382,Ticor Title of Nevada
"Tien Q. Nguyen, M.D. Dermatology Prof. Corp.",2025332734,Bright Dermatology
Tiger Tattoo LLC,2023321574,Tiger Tattoo
Tiina Pajulampi,2026334688,Tiina Pajulampi
Tika Hawkins,2024331826,Tika Hawkins
Tilley's Auto Repair LLC,2022319911,Tilley's Auto Repair
Tim Allen Loomis,2023323282,Top Shelf Handyman Service
Tim's Handwerk Services LLC,2021317295,Tim's Handwerk Services LLC
Timberfoot Tech LLC,2026335925,TImberfoot Tech LLC
Timeless Moments LLC,2025332647; 2025332648,Timeless Moments LLC
Timothy Peter Mendell,2018308472,Inspirada Barber & Beauty
Timothy Rorman DMD LLC,2020314228,DENTAL CARE OF ST ROSE
"Timothy W. Tollestrup, PC",2017304363,Tim Tollestrup MD
Tina M Wells Knox,2021317636,KNOX BOOKKEEPING SERVICES
Tina Novoa,2022320143,We Help Dealers
"Tiny Tots Party Rentals, LLC",2026334918,"Tiny Tots Party Rentals, LLC"
Tippy Toes LLC,2023321560,Tippy Toes Nails & Spa
Tiro Security LLC,2021316015,Tiro Security LLC
Tisha Marie John,2019310416; 2021316510,Namaste Skincare & Wellness
"Titan Technical Services, LLC",2025332735,"Titan Technical Services, LLC"
Titans Healthcare LLC,2026335888,Titans Behavioral Health Services
"TitleMax of Nevada, Inc.",2015303092; 2015303093,TitleMax
Toasted & Roasted LLC,2024330284; 2024330285,Toasted & Roasted
Tobiason & Associates LLC,2022320710,Azada CPA
Todd Carducci,2005304781,Carducci's Carpet Cleaning
Todd DeLeonardis Agency LLC,2024330988,Todd DeLeonardis Agency LLC
Todd Taylor,2025333069; 2025333861,Anthony & Taylor Home Furnishings; Anthony & Taylor - Home Furnishings
Together in Play L.L.C.,2021318014,Together in Play L.L.C.
"Tokyo Boys, LLC",2013301915; 2013301916,Tokyo Boys
Toluwanimi Babarinde,2026335257,Householder Books
Tom Malloy Corporation,2016302347,Trench Shoring Company
"TomDan-Koulax Enterprises, Inc.",2008300030,Tommy's Original World Famous Hamburgers
Tommy Rocker's Inc.,2000055808; 2000055807,Black Mountain Grill
Tomoko Coco Kudo,2021316561,CO2
Tomomi Tsuchio,2024331908,"Tsuchio, Tomomi"
"Tondryk Educational Consultants, LLC",2025332468,"Tondryk Educational Consultants, LLC"
Toni Jackson,2020315001,Wranglers Watering Hole
Toni Kluth,2023322616,"Kluth, Toni"
Toni M Craft,2021317978,"Craft, Toni M"
Toni's Pet Sitters LLC,2023321664,Toni's Pet Sitters LLC
Tonic Engineering PLLC,2023322673,Tonic Engineering PLLC
Tony Alfonso Avila Palencia,2021317672,TONY'S GARDENING
"Tony M May, P.C.",2024331301,"Tony M May, P.C."
"Top Dog K-9, LLC",2021315732,"Top Dog K-9, LLC"
Top Games LLC,2020313607,Top Games LLC
Top Management Eastern LLC,2021318219,Top Korean BBQ
"Top Notch Cleaning Services, LLC",2023323511,"Top Notch Cleaning Services, LLC"
Top Shelf Handyman & Maintenance LLC,2026335215,Mr. Top Shelf
Top it off Landscaping LLC,2023322869,Top it off Landscaping LLC
"Tops One, LLC",2023323629; 2023323630,Top Sushi & Oyster
Tor Action Sports LLC,2017306444,Kanga Training
Tori Lynn Waldo,2023323570,Inspector Waldo
Toros Landscaping LLC,2025333468,Toros Landscaping LLC
Torre Fam L.L.C.,2018306868,Roberto's Taco Shop
Torres Dental PLLC,2025334023,Bloom Dental Co.
Total Family Care Specialists,2025332970,Total Family Care Specialists
Total Market Distributors,2006300392,Total Market Distributors
"Total Mortgage Services, LLC",2024331050,"Total Mortgage Services, LLC"
TotalMed LLC,2023323372,TotalMed Staffing
"Totally Wireless GPS, Inc",2025333539,"Totally Wireless GPS, Inc"
Totory Enterprises LLC,2021317409; 2021317410,Family Focused Eyecare
Touch Massage 1 and Spa Stephanie LLC,2025332485; 2025332486,Massage 1 Thai Spa
"Touch Squared Marketing, LLC",2024330451,Touch Squared Marketing
"Touch of Class, Inc.",2020314953,A Touch of Class
Touching Heart Nevada LLC,2025333412,Touching Hearts At Home
Touchtone Communications Inc.,2019311887,Touchtone Communications Inc.
"Towbin of Las Vegas, LLC",2021316769; 2021317038,Towbin Fiat Alfa Romeo
"Town Center Amusements, Inc., A Limited Liability Company",1996040121; 2003300529; 2017306591,Barley's Casino & Brewing Company
Toyota Financial Savings Bank,2004304351,Toyota Financial Savings Bank
Tracey D Hamilton,2019311879,SUNNY VIRTUAL BUSINESS SUPPORT
Tracey Johnson,2001003141,T-N-T
"Tractor Supply Company West, LLC",2024330788; 2024331810,Tractor Supply Company #2712; Tractor Supply Company
Trader Joe's Company,2007303391; 1995035439; 2007303392; 1997038408; 2003300832,Trader Joe's
"Traffic101.com, INC.",2025334248,"Traffic101.Com, INC."
"Trailboss Enterprises, Inc.",2013301596,"Trailboss Enterprises, Inc."
Trailertainment LLC,2025332237,Flashback Photo Bus
"Tran Tounian IV, DDS, PLLC",2015300140,Sunset Dental & Orthodontics
"Trang T. Tran, O.D. Prof. Corp.",2006300101,"Trang T. Tran, O.D. Prof. Corp."
"Tranquil Desert Therapy, PLLC",2025333698,Tranquil Desert Therapy
Tranquil LLC,2018307091,Tranquil
Tranquil Lotus Mental Health LLC,2026335752,Tranquil Lotus Mental Health LLC
"Transcend Counseling, PLLC",2023323231,"Transcend Counseling, PLLC"
"Transcend Security Solutions, LLC",2024329577,"Transcend Security Solutions, LLC"
"Transportation Commodities, Inc.",2018309201,TCI Transportation
Travis Ray Little,2025332758,Travis Ray Little
Tread Vegas Fitness LLC,2024331888,Tread Vegas Fitness
"Treasured Prints, LLC",2025334347,Treasured Prints
Trending Excellence LLC,2023329351,CooksKeeps
"Trending Realty Group, LLC",2023321761,"TRENDING REALTY GROUP, LLC"
"Tresor Enterprise, LLC",2015300826,Le Nails & Spa
Treston Security Services,2023323606,Treston Security Services
Trevor Cameron Designs LLC,2025332018,Trevor Cameron Designs LLC
"Trevor Kasden, O.D., PC",2021316843,Sunset Vision
Tri State Washing LLC,2025333991,Tri State Washing LLC
Tri Valley Home Loans LLC,2026335023,Tri Valley Home Loans LLC
"Tri-Bar, LLC",2017306633; 2017306632,"Tri-Bar, LLC"
"Tri-Core Surveying, L.L.C.",2006300142,"Tri-Core Surveying, L.L.C."
Tri-Star Pediatrics Services Co.,2005306240,Tri-Star Pediatrics
Tricia Ann deVille,2026334792,Tricia's Hair Studio
Tricia Fox,2026335695,Tricia Fox
Tricia Prestwood,2025333920,Tricia's Toffee & Treats
Trident Wholesale Supply LLC,2026335102,Trident Wholesale Supply LLC
"Trinidad Cleaning Services, LLC",2026335663,"Trinidad Cleaning Services, LLC"
Triolodgic LLC,2026335520,Triolodgic LLC
Triple Barell Ent Corp,2024330946,Precision Trading
Triple C's Cleaning Group LLC,2025332177,Charlies Janitorial Services
"Triple Crown Sports, Inc.",2026334714,Triple Crown Sports
"Triple J Carpet Cleaning, LLC",2025332517,Triple J Carpet Cleaning
Triple K Trailer Court Inc.,1800039651,Triple K Trailer Court
Triple Vision Studios LLC,2026335137,Triple Vision Studios LLC
Tripp Land Consulting LLC,2021316096,TRIPP LAND CONSULTING LLC
Trippiedi Law PLLC,2022318926,TriLaw
Trista Stevenson Stylist LLC,2020314085,Trista Stevenson Stylist LLC
Triumph Property Management Corporation,2019311477,Triumph Property Management
Triumph Protection Group Inc.,2025332428,Triumph Protection Group Inc.
Troll Skull Games LLC,2020315429,Troll Skull Games
"Troomi Wireless, Inc.",2023322310,"Troomi Wireless, Inc."
Troy Bertoli MD LLC,2023321280,Bertoli Health and Wellness
Troy's tree service LLC,2020314919,Troy's tree service LLC
"Tru Bru Organic Coffee, Inc.",2020315137; 2021315496,Tru Bru Organic Coffee
TruWellness LLC,2024329830,TruWellness LLC
"Truckee South, LLC",2018308836; 2018308839; 2018308838,CLUB FORTUNE CASINO; Club Fortune Casino
True Aesthetics LLC,2019311760,True iVip
"True Colors, Incorporated",2013300744; 2015300394,Integrity Customs
True Health Acupuncture LLC,2019311301; 2019311697; 2019311696; 2025334128,True Health Acupuncture
True Insurtech Solutions LLC,2024329947,True Insurtech Solutions LLC
True Investigations Inc.,2024330441,True Investigations
True Love Mobile Pet Salon LLC,2020313718,True Love Mobile Pet Salon LLC
True Nails LLC,2026334593,True Nails
"TrueBooks, LLC",2025333122,"TrueBooks, LLC"
"TrueNorth Aircraft Maintenance, LLC",2025333311,"TrueNorth Aircraft Maintenance, LLC"
Trufusion Franchising LLC,2016300316,Trufusion Franchising LLC
Truly Scrumptious Enterprises LLC,2025333338,Truly Scrumptious Food Trailer
Trusted Care Pharmacy LLC,2023329220,Trusted Care Pharmacy LLC
Trusted Tax & Wealth LLC,2025334390,Trusted Tax & Wealth LLC
"Tryke Companies SO NV, LLC",2021317255,Curaleaf
"Trylovich & Gifford, Ltd.",2019310087,"Trylovich & Gifford, Ltd."
"Tsui-Ming Li, N.P. Professional Corporation",2018308719,"Tsui-Ming Li, N.P. Professional Corporation"
Tube Incorporated,2023321539,Reach Mobile
Tuckaroo LLC,2026335678,Tuckaroo LLC
"Tudor C. Jianu, M.D., A Professional Corp.",2006300568,Sagebrush Healthcare
Tuhaye Peak Inc.,2016301857,Papa Murphy's Pizza
"Tumbleweed Productions, LLC",2015302788,Sign A Rama
Tumbling Boulders LLC,2021317493,Tumbling Boulders
Turano Nevada Baking LLC,2018308819,Turano Nevada Baking LLC
Turnscrew Pro LLC,2026334956,Turnscrew Pro Appliance Repair
"Turpin & Rattan Engineering, Inc.",2022319971,"Turpin & Rattan Engineering, Inc."
"Tutoring Club, LLC",2007301886,"Tutoring Club, LLC"
"Twice M, LLC",2018307270,Success City Online
Twilio Inc.,2023321540,Twilio Inc.
Twin Restaurant LV-2 LLC,2014300502; 2014300526,Twin Peaks
Twisted Fizz Sodas LLC,2025332935,Twisted Fizz Sodas LLC
"Twisted Sourdough Pizza Co. II, LLC",2025333400,"Twisted Sourdough Pizza Co. II, LLC"
"Twisted Sourdough Pizza Co., LLC",2021316825; 2021317051,Twisted Sourdough Pizza Co
"Two Brother, LLC",2019311953; 2019311954; 2019311955,7-Eleven Store #38408A
"Two Brothers Handyman Services, LLC",2022321199,"Two Brothers Handyman Services, LLC"
Two Brothers LLC.,2017300807; 2022320541,Chile Caliente Tacos & Mariscos
"Two Chickens , LLC",2021317733,Somethin' to Taco 'Bout
Two Four Media LLC,2026334543,Two Four Media
Two Hounds Lane Ltd.,2025333513,Two Hounds Lane Ltd.
Two Hummingbirds LLC,2025332161; 2025332162,ReWax and UnWine
Two Peace Goods and Services LLC,2025333924,Purple Umbrella Publishing
Ty Kehoe,2009301228,Kehoe & Associates
"Tyler M. Christensen, DDS, P.C.",2013300776,"Tyler M. Christensen, DDS, P.C."
"Tyrell Law, PLLC",2016303138,"Tyrell Law, PLLC"
Tyrone Tiedeman,2023323544,Tyrone Tiedeman
U BETTER BELIEVE IT CO.,2016302060,UBBI CO.
"U C M CARPET CLEANING, LLC",2021318011,"U C M CARPET CLEANING, LLC"
"U-Haul Co. of Nevada, Inc.",2001001523; 2002303757; 2017304444; 2017304443; 2017304140,U-Haul Center of Stephanie Pl; U-Haul Center College Dr; U-Haul Co of Nevada
U.S. APPAREL USA LLC,2016300406,U.S. APPAREL USA LLC
U.S. Bank National Association,2012301466; 1992011416; 2009300415; 2024330506,U.S. Bank National Association
U.S. TELEPACIFIC CORP,1997TC0753,U.S. TELEPACIFIC CORP
U2Energy,2025334140,U2Energy
UBS Financial Services Inc.,2007303020,UBS Financial Services Inc.
UCI Healthcare Staffing Services,2025332304,UCI Healthcare Staffing Services
"UES Professional Solutions 30, LLC",2012300258,"UES Professional Solutions 30, LLC"
"UHS of Desert Springs, Inc.",2025333021,Surgical Weight Control Center
"UJ HENDERSON, LLC",2019310403,UPTOWN JUNGLE FUN PARK
ULTIMATE POOL & LAWN SERVICE LLC,2014300976,ULTIMATE POOL & LAWN SERVICE LLC
UMAI LLC,2019309966; 2019309967,Umai Ramen
UNCORK N' UNWINED SOMMELIER SERVICES LLC,2020313480,UNCORK N' UNWINED SOMMELIER SERVICES LLC
"UNICRON LOGISTICS SOLUTIONS, LLC.",2020313006,ULS
UNIT CHEMICAL CORPORATION,2005302392,UNIT CHEMICAL CORPORATION
UNITECH ELECTRONICS INC,2016303386,UNITECH ELECTRONICS INC
"UNITED AMERICAN SECURITY, LLC",2021316117,GARDAWORLD SECURITY SERVICES
"UNITED CLEANERS SUPPLY, INC.",1996041580,"UNITED CLEANERS SUPPLY, INC."
UNITED FACTORY FURNITURE CORPORATION,2018308682,Walker Furniture
"UNITED METHODIST SOCIAL MINISTRIES, INC.",2021317778,UNITED METHODIST SOCIAL MINISTRIES
"UNITED NATURAL FOODS WEST, INC.",2020314856,"UNITED NATURAL FOODS WEST, INC."
UNITED RX LLC,2019312376,ABACUS-RX PHARMACY
"UNITED WAY OF SOUTHERN NEVADA, INC.",2006302643,"UNITED WAY OF SOUTHERN NEVADA, INC."
"UNIVERSAL PROTECTION SERVICE, LLC",2015303938,Allied Universal Security Services
"UNIVERSAL REALTY, INC.",2005306378,BETTER HOMES AND GARDENS REAL ESTATE UNIVERSAL
"UNIVERSAL RETIREMENT, L.L.C.",2025333428,Universal Retirement LLC
UNIVERSITY OF NEVADA SCHOOL OF MEDICINE MULTISPECIALTY,2007304205,MEDSCHOOL ASSOCIATES SOUTH
"UP, LLC",2022318427,Uroshock
UPA 70,2019311288,UNIFIED POOL ASSOCIATION
"UPLIFTING KIDS, INC.",2010303322,"UPLIFTING KIDS, INC."
"URIBE, EMMANUEL",2015301774,SILVER HOOD
"URIOSTEGUI, FRANCISCO JAVIER",2015302907,JAVIER MOBILE WASH
US Advanced Medical Research Inc.,2008304087,US Advanced Medical Research Inc.
US Tile Tools LLC,2020313927,US TILE TOOLS LLC
USA Adventures of Nevada LLC,2025332979,Power Play Marketing
"USA FRAGRANCES, INC",2014302155,PERFUME GALLERY
"USA Preps, LLC",2026334805,"USA Preps, LLC"
USA for the Homeless Inc.,2025334239,USA For the Homeless Inc.
USA6 Automotive Inc,2020314536,USA AUTO SERVICE #6
USA7 Automotive Inc,2020314537,USA AUTO SERVICE #7
"UTILITY TELECOM GROUP, LLC",2020315050,"UTILITY TELECOM GROUP, LLC"
Ubif NV Rentals 2 LLC,2023322745,uBreakiFix
"Udall CPA Group, PLLC",2011300398,"Udall CPA Group, PLLC"
"Ulta Salon, Cosmetics & Fragrance, Inc.",2015300893; 2006300099; 2015300892; 1997038604,Ulta Beauty
Ultra Clean Intermediate LLC,2023321798,Dash Car Wash-Eastern
UltraGlow Aesthetics LLC,2023323603,UltraGlow Aesthetics
Ultracare Las Vegas,2015302862,Ultracare Las Vegas
Umbrella PM Inc,2025332222,Luxury Lodging
Uncle Bo's Smokehouse BBQ LLC,2025333984,Uncle Bo's Smokehouse BBQ
Uncle Buddy's Cleaning LLC,2026335714,Uncle Buddy's Cleaning LLC
Uncle's Ice Cream,2023321807,Uncle's Ice Cream
Undefeated.life LLC,2023321332,Undefeated.life LLC
"UniPro, Inc.",2021318290; 2022318323; 2022318324; 2022318325; 2022318330,UNIAUTO; Thret Off-Road; UNIAUTO USA; WePRO; KALON WHEELS
Unicar Collision Repair Center LLC,2017305708,Unicar Collision Repair Center LLC
"Unicity USA, Inc.",2022320080,"Unicity USA, Inc."
Uniforms of Henderson LLC,2015303694,All Uniform Wear
"Unique Accounting, LLC",2013303357,"Unique Accounting, LLC"
Unique Communications Solutions,2004302089,Unique Communications Solutions
"Unique RV, Inc.",2022320059,"Unique RV, Inc."
Unison Mortgage Corporation,2025332005,Unison Mortgage Corporation
United Investments of Il. Inc.,2013300472,G Skin & Beauty Institute
United Moving Solutions Incorporated,2023323307,United Moving Solutions
"United Refrigeration, Inc.",2024330840,"United Refrigeration, Inc."
"United Rentals (North America), Inc.",2020315373; 2021316659; 2023321779,"United Rentals; United Rentals (North America), Inc."
United Revival LLC,2019310572; 2019310571,Aspen Salon & Day Spa
"United Site Services of Nevada, Inc.",2022321221,"United Site Services of Nevada, Inc."
"United Studios of Self-Defense/Anthem, LLC",2024329893,"United Studios of Self-Defense/Anthem, LLC"
United Union of Roofers Local 162,2022318778,United Union of Roofers Local 162
"United, LLC",2023329378,Smok-e-vapor & Cigar Zone 4
"Universal Immigration Agency, Inc",2023323124; 2023323309,"Universal Immigration Agency, Inc; Roxxstar Entertainment"
"Universal Money Centers, Inc.",2025333790,"Universal Money Centers, Inc."
"Universal Security Management Co., LLC",2021315580,Universal Security Management Co.
Universe Construction LLC,2025334356,Universe Construction LLC
"University of Southern Nevada, A Non-Profit Corporation",2004301907,UNIVERSITY OF SOUTHERN NEVADA
"Univest Commercial, LLC",2018307306,"Univest Commercial, LLC"
Unkos Lumpias LLC,2026335014,Unkos Lumpias
Uno Prodis Inc,2024331483,7 Plus Water
Unwired LLC,2023323454,Cox Henderson Retail
"UpNetworx, Inc.",2017305287,"UpNetworx, Inc."
Updated Auto LLC,2025332716,Updated Auto Body Henderson
Uphill Consulting PC,2022320052,Uphill Consulting PC
Upkeep LTD,2026335224,Upkeep LTD
Urban Circulation Incorporated,2022318661,Urban Circulation Incorporated
Urban Kitchen LLC.,2025331946,Anaya Urban Thai
Urban Motors LLC,2016302386,Wreck Center
Urban Radiance MedSpa LLC,2025333948; 2026335119,Urban Radiance Medspa LLC
"Urbane Cafe Operations, LLC",2023323169,Urbane Cafe
Urgent Care Nevada LLC,2017304508; 2017304517; 2022318456,Carenow Urgent Care; CareNow Urgent Care
"Urth GVR, LLC",2025332041,Urth Caffe
Usva Studios LLC,2026336003,Usva Studios LLC
Utah Urology LLC,2022321101,Vasectomy Pro
Utopia Clean LLC,2023329240,Utopia Clean LLC
V & D CLEAN & FIX LLC,2009303395,V & D CLEAN & FIX LLC
V UNIFORMS LLC,2017306084,Vegas Body Armor Services
V. I. P. Tailors LLC,2006301532,7 Hills Drycleaner & Custom Tailoring
"V.I.P. MORTGAGE, INC.",2026334983,"V.I.P. Mortgage, Inc."
V.VS Lux Renovations LLC,2025333837,V.VS Lux Renovations LLC
VA Placement Service LLC,2023323492,VA Placement Service LLC
"VALENCIA, OSCAR",2012308876,AMIGO HANDYMAN SERVICE
VALLEY AUTO MALL OWNERS ASSOCIATION,2008302889,VALLEY AUTO MALL OWNERS ASSOCIATION
VALLEY BANK OF NEVADA,2015301745,VALLEY BANK OF NEVADA
VALLEY DENTAL LLC,2016301473,SOUTH VALLEY DENTAL
"VALLEY HOSPICE OF NEVADA, LLC",2021317892,"VALLEY HOSPICE OF NEVADA, LLC"
"VALLEY LAKE, INC.",2017305625,Green Valley Pharmacy
"VALLEY SPRINGS DIALYSIS, LLC",2008303088,The Nevada Dialysis Center
VALLEY WIDE JANITORIAL LLC,2018308948,Valley Wide Janitorial LLC
"VAN NOY, TERRY W",1999047644,VAN NOY CONSULTING GROUP
"VAZQUEZ, RODOLFO AGUIAR, MELANIE",2017300177,MOUNTAIN GREEN LANDSCAPE SERVICES
VC Consultants LLC,2023323138,Wallflower Cannabis House
"VCA ANIMAL HOSPITALS, INC.",2021317001,VCA BLACK MOUNTAIN ANIMAL HOSPITAL
VECTOR APPLIANCES LLC,2020313233,VECTOR APPLIANCES LLC
VEGAS ACES VOLLEYBALL CLUB,2017305492,Vegas Aces Volleyball Club
"VEGAS CLEANING AUTHORITY, INC.",2022319205,THE CLEANING AUTHORITY
VEGAS FIREARMS LLC,2015302451,VEGAS FIREARMS
VEGAS GIRLS NIGHT OUT LLC,2014303583,VEGAS GIRLS NIGHT OUT LLC
VEGAS ORGANIZED LIFE LLC,2019310371,VEGAS ORGANIZED LIFE
"VEGAS VALLEY BASEBALL, INC.",2012309441,"VEGAS VALLEY BASEBALL, INC."
"VEGASPICTURES.COM, LLC",2008303503,BILL MILLER PHOTOGRAPHY
"VEGASSIST, LLC",2014300403,"VEGASSIST, LLC"
VELVET DOOR REALTY & PROPERTY MANAGEMENT LLC,2018309294,VELVET DOOR REALTY & PROPERTY MANAGEMENT
"VERA, JESUS",2016302688,VERA'S LAWN MAINTENACE SERVICES
"VERLY, MELVIN G & VERLY AMY I",2016302809,ANTHEM HOME WATCHERS
VETS HELPING VETS SUPPORT GROUP,2018307447,Vets Helping Vets Support Group
VETTER PUMP AND MOTOR REPAIR LLC,2013302599,VETTER PUMP & MOTOR REPAIR
"VETTER, MICHAEL",1994029427,M&N TOOL COMPANY
"VF Outdoor, LLC",2009301669,Vans #273
VGuru LLC,2019312096; 2021318194; 2018309567; 2021318193; 2018309566; 2019312097; 2023322758; 2023322759,Great Clips; GREAT CLIPS
"VIB Massage, LLC",2025334089,"VIB Massage, LLC"
VICTORY OUTREACH HENDERSON,2013301007,VICTORY OUTREACH HENDERSON
VICTORY OUTREACH SPANISH LV,2011301840,VICTORY OUTREACH SPANISH LV
"VIGNETTES, LLC",2017300589,"VIGNETTES, LLC"
VIP Collision,2020314793; 2013301276,VIP Collision
"VIP Physician Services, LLC",2026334815,"VIP Physician Services, LLC"
"VIP Real Estate, LLC",2024331512,Keller Williams VIP Water Street
VIP Travel Adventures LLC,2024331771,Ceci Wagner Travel
VIP Vegas Limousine LLC,2021316993,All Time Limo
"VIP Vegas Services, LLC",2025332599,Las Vegas Underground Mansion
"VIRTUAL BUSINESS ENTERPRISES, LLC",2009303563,STEWART MANAGEMENT COMPANY
"VIRTUAL POST SOLUTIONS, INC.",2019309703,"VIRTUAL POST SOLUTIONS, INC."
"VIS Business Group, LLC",2026335701,Ceramic Tile and Stone Consultants
"VISION PRO, LLC",2020314173,ST. ROSE VISION
VITALANT,2003305136,VITALANT
"VIsionworks, Inc",1999047147,Visionworks #267
VKostanianMD P.C.,2023321432,VKostanianMD P.C.
VL M Place Productions LLC,2020314074,VEGAS LIGHTS PHOTOGRAPHY
"VOP Mira Loma, LLC",2025332227,Vista Pointe at Mira Loma
VR THERAPY LAS VEGAS INC,2022321165,"Jeremy Gallas, Psy.D."
VST Consulting LLC,2026334590,VST Consulting LLC
VTAT INC.,2013301400,VTAT INC.
VTN NEVADA,2006300852,VTN NEVADA
"VUETHRU, INC.",2004302024,"VUETHRU, INC."
Vacation Ownership Advocates & Consultants LLC,2021317195,Vacation Ownership Advocates & Consultants LLC
Vadatech Incorporated,2004304822,Vadatech Incorporated
"Valdenn, LLC",2026336194,"Valdenn, LLC"
Valentin Diego-Marcelo,2014303421,Valentin Diego Landscaping
"Valentiner Crane Brunjes Onyon Architects, L.L.C.",2020313754,"Valentiner Crane Brunjes Onyon Architects, L.L.C."
Valeria Andres Diaz Pincheira,2025333380,Mighty Ways
Valeria Neiman,2023321911,Valerian Healing Arts
Valeria R Kaylor,2007302533,Green Valley Professional Bookkeeping Services
Valerie Buchanan,2016300456,Balance Your Life Concierge Services
Valerie C Bates,2012301028,Keynote Instruction
Valerie Carey,2026335544,Carey Trading
Valerie Eugene Leclercq,2026335744,Dr. Valerie Leclercq
Valerie K. Anthony,2026334955,Valerie K. Anthony
Valerie M Gunsalus,2026336369,Immaculate Cleaning LV
"Valerio's Pilipino Bakeshop of Nevada 1, LLC",2018308521,Valerio's Bakeshop
Valet Carriers LLC,2021316798,Valet Carriers LLC
"Valet Living, LLC",2025334001,"Valet Living, LLC"
Valinder B. Addison,2021316930,Breath of Life Basic Life Support Training
Valle Concepts LLC,2026335459,MySchoolBling
Valley 1 Maintenance Unlimited LLC,2021315945,Valley 1 Maintenance Unlimited
Valley Anesthesia PLLC,2025332032,Valley Anesthesia PLLC
Valley Anethesiology Consultants (Beckett) PLLC,2018307180,Valley Anesthesiology Consultants
Valley Automotive Group,1996040340; 1996040339; 2003300649,Ford Country
Valley Fire Prevention LLC,2015302967,Valley Fire Prevention
Valley Health System LLC,2016302423; 2019310221; 2024330520,"Henderson Hospital; ER at Green Valley Ranch; ER at Cadence, An Extension of Henderson Hospital"
Valley Home Services LV,2021317806,MDV Consulting
Valley Mart Inc,2026334549,Valley Mart Inc
Valley View Medical Billing Solutions,2025332288,Valley View Medical Billing Solutions
"Valleywide Handyman Services, L.L.C.",2021316743,"Valleywide Handyman Services, L.L.C."
"Valudental Sunset Boyd, PLLC",2023329382,Celebrate Dental and Braces
Value Able LLC,2026336187,Value Able Appraisals
ValueTest.ai LLC,2023323631,ValueTest.ai LLC
Van Home Maintenance LLC,2020314814,Van Home Maintenance LLC
"Van Marcke Trade Supply, Inc.",2014303084; 2022319607,San Plumbing Supply; Van Marcke Trade Supply
VanMeetren Family Limited Partnership,2026336107,VanMeetren Consulting Group
"VanVets, LLC",2025333635,"VanVets, LLC"
Vance K McCarthy,2025333739,VanMac Photography
Vandahl Inc.,2022319129,Vandahl Inc.
"Vanish Pest Control, LLC",2017305398,Vanish Pest Control
Vannucci Enterprises LLC,2025333170,Chosen Towing & Recovery
Vantage Home Ops LLC,2026335269,Vantage Home Ops LLC
Vantage NV Partners,2023321454,Vantage NV Partners
Vapor Rage LLC,2014300470,Vapor Rage LLC
Varalino Community Management LLC,2024330012,Varalino Community Management
Vargas J Services LLC,2025332201,JJA Handyman Services
"Varian Medical Systems, Inc.",2025333793,"Varian Medical Systems, Inc."
Variant Lead Source LLC,2026334754,The SEALS of Las Vegas
