LicenseNumber,EntityName,DBA,BusinessLocation,City,State,ZipCode,BusinessPhone,OriginalIssueDate,ExpirationDate,LicenseType,LicenseSub-Type,BusinessDescription,PrimaryJurisdiction,CityofHenderson,CityofLasVegas,CityofNorthLasVegas,ClarkCounty,BillingAddress1,BillingAddress2,BillingCity,BillingState/Province,BillingZipCode
2023329272,Fast Bail Bonds,Fast Bail Bonds,317 Garces Ave,Las Vegas,Nevada,89101,,12/07/2023,12/31/2026,Bail Bond Broker,Bail Bond Broker,Bail Bond Agency,City of Henderson,Yes,No,No,No,317 Garces Ave,A,Las Vegas,NV,89101
2023329273,"Beaux-Arts, Inc.",Joanna Crawford Pilates,2497 Bench Reef Pl,Henderson,Nevada,89052,,12/06/2023,12/31/2026,Gross Revenue,Personal Services,Teaching Pilates to private clients,City of Henderson,Yes,No,No,No,2497 Bench Reef Pl,,Henderson,NV,89052
2023329275,"Eden Cafe and Lounge, LLC",The Hookah Lounge,198 N Pecos Rd,Henderson,Nevada,89074,,11/07/2024,11/30/2026,Gross Revenue,Miscellaneous,Hookah lounge with beer and wine sales,City of Henderson,Yes,No,No,No,198 N Pecos Rd,C,Henderson,NV,89074
2023329276,"Eden Cafe and Lounge, LLC",The Hookah Lounge,198 N Pecos Rd,Henderson,Nevada,89074,,11/07/2024,11/30/2026,Liquor,Liquor,Hookah lounge with beer and wine sales,City of Henderson,Yes,No,No,No,198 N Pecos Rd,C,Henderson,NV,89074
2023329277,Shalva LLC,Gavish Real Estate and Property Management,1070 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,01/23/2024,01/31/2027,Real Estate Business,Real Estate Business,"Real Estate: buying & selling homes, commercial properties, & leasing Property Management",City of Henderson,Yes,No,No,No,1070 W Horizon Ridge Pkwy,111,Henderson,NV,89012
2023329279,DMOJ LLC,Chick-Fil-A Lake Mead and Water Street,256 W Lake Mead Pkwy,Henderson,Nevada,89015,,12/07/2023,12/31/2026,Gross Revenue,Restaurant/Food Service,Chicken restaurant,City of Henderson,Yes,No,No,No,256 W Lake Mead Pkwy,,Henderson,NV,89015
2023329281,T.Y. Harbor Inc.,Ramen Ebisu,2702 N Green Valley Pkwy,Henderson,Nevada,89014,,12/28/2023,10/31/2026,Liquor,Liquor,"Japanese noodle restaurant with beer, wine, spirit-based on-sale from a service bar.",City of Henderson,Yes,No,No,No,2702 N Green Valley Pkwy,,Henderson,NV,89014
2023329282,Henderson Psychiatry Corporation,Henderson Psychiatry Corporation,1070 Wigwam Pkwy,Henderson,Nevada,89074,,01/25/2024,01/31/2027,Medical Office,Medical Office,Psychiatry Clinic,City of Henderson,Yes,No,No,No,9490 Stone Castle Way,,Las Vegas,NV,89123
2023329283,LVP Food Service Concept LLC,Charley's Philly Steaks,540 Marks St,Henderson,Nevada,89014,,12/14/2023,12/31/2026,Gross Revenue,Restaurant/Food Service,"Restaurant selling cheesesteaks, wings, fries and non-alcoholic beverages.",City of Henderson,Yes,No,No,No,7210 Placid St,,Las Vegas,NV,89119
2023329287,Luna Tax LLC,Luna Tax LLC,670 S Green Valley Pkwy,Henderson,Nevada,89052,,12/12/2023,12/31/2026,Bookkeeping Business,Bookkeeping Business,Handle all aspects of tax preparation and bookkeeping services.,City of Henderson,Yes,No,No,No,7257 Early Pioneer Ave,,Las Vegas,NV,89129
2023329288,Spoiled Paws LLC,Spoiled Paws,771 E Horizon Dr,Henderson,Nevada,89015,,02/26/2024,08/31/2026,Gross Revenue,Pet Product Sales,"Pet supplies retail sales, grooming and self serve pet wash",City of Henderson,Yes,No,No,No,771 E Horizon Drive,112,Henderson,NV,89015
2023329289,Seeking Adventure LLC,Seeking Adventure LLC,3709 Via Geneva,Henderson,Nevada,89052,,01/25/2024,01/31/2027,Travel and Ticket Agencies,Travel and Ticket Agencies,Travel Agency. We will be answering phone calls and emails from clients and helping them arrange and confirm travel plans.,City of Henderson,Yes,No,No,No,3709 Via Geneva,,Henderson,NV,89052
2023329290,"On To Alaska, LLC","On To Alaska, LLC",2539 Cortina Ave,Henderson,Nevada,89074,,12/16/2023,12/31/2026,Travel and Ticket Agencies,Travel and Ticket Agencies,Cruise Sales,City of Henderson,Yes,No,No,No,2539 Cortina Ave,,Henderson,NV,89074
2023329294,IR LLC,IRTV,10120 S Eastern Ave,Henderson,Nevada,89052,,12/11/2023,12/31/2026,Gross Revenue,Miscellaneous,"Journalism, creation & distribution of content, development of arts.",City of Henderson,Yes,No,No,No,10120 S Eastern Ave,200,Henderson,NV,89052
2023329295,"Pop of Galleria at Sunset, Inc.",Popeyes Louisiana Kitchen,1300 W Sunset Rd,Henderson,Nevada,89014,,01/02/2024,01/31/2027,Gross Revenue,Restaurant/Food Service,Fast food restaurant in mall food court,City of Henderson,Yes,No,No,No,4531 Ponce de Leon Blvd,300,Coral Gables,FL,33146
2023329301,"Screaming Media, LLC",Factor Media,26 Hilltop Crest St,Henderson,Nevada,89011,,12/12/2023,12/31/2026,Gross Revenue,Miscellaneous,Sales of digital & LED signage,City of Henderson,Yes,No,No,No,26 Hilltop Crest,,Henderson,NV,89011
2023329306,"Velocity, A Managed Services Company, Inc.","Velocity, A Managed Services Company, Inc.",6936 Spring Valley Dr,Holland,Ohio,43528,,12/27/2023,09/30/2026,Public Utility Telecom,Public Utility Telecom,Telecommunication reseller,City of Henderson,Yes,No,No,No,151 Southhall Lane,450,Maitland,FL,32751
2023329307,Sorry not Sorry Creamery LLC,Sorry Not Sorry Creamery,3239 Bicentennial Pkwy,Henderson,Nevada,89044,(714) 580-2986,01/08/2024,01/31/2027,Gross Revenue,Restaurant/Food Service,Ice Cream Store,City of Henderson,Yes,No,No,No,6280 S Valley View Blvd,STE 732,Las Vegas,NV,89118
2023329312,"Anchors Away Cruise and Travel, Inc",Cruise Planners,38 Autumn Palm Ave,Henderson,Nevada,89011,,12/13/2023,12/31/2026,Travel and Ticket Agencies,Travel and Ticket Agencies,"Assist clients with travel reservations, such as air, lodging, tours, excursions, travel insurance, and cruises.",City of Henderson,Yes,No,No,No,38 Autumn Palm Ave,,Henderson,NV,89011
2023329313,"Varsobia Home Care Services, LLC",Sunshine Valley Elder Care,465 Ridgeway Rd,Henderson,Nevada,89015,,01/08/2024,01/31/2027,Group Care Facility,Group Care Facility,Group Care Facility,City of Henderson,Yes,No,No,No,7449 Studio Road,,West Hills,CA,91304
2023329315,Lorena Rodriguez,Vendredi 31,120 Palo Verde Dr,Henderson,Nevada,89015,,12/27/2023,12/31/2026,Gross Revenue,Miscellaneous,I create handmade crafts and sell on Etsy,City of Henderson,Yes,No,No,No,120 Palo Verde Dr,,Henderson,NV,89015
2023329318,Amarok LLC,Amarok LLC,550 Assembly St,Columbia,South Carolina,29201,,02/26/2024,02/28/2027,Alarm Systems Business,Alarm Systems Business,"Maintain, service and install alarm systems.",City of Henderson,Yes,No,No,No,550 Assembly Street,5th Floor,Columbia,SC,29201
2023329319,"Green 320, LLC",Pro Gun Vegas,12801 S US 95,Boulder City,Nevada,89005,,01/18/2024,09/30/2026,Liquor,Liquor,We are a gun range that provides outdoor facilities for the general public. We also have a bar for people to enjoy.,City of Henderson,Yes,No,No,No,PO BOX 61241,,Boulder City,NV,89006
2023329322,"Green 320, LLC",Pro Gun Vegas,12801 S US 95,Boulder City,Nevada,89005,,01/18/2024,01/31/2027,Gross Revenue,Miscellaneous,"Shooting Range - will also sell range supplies such as ammunition, targets, eye ear protection, magazines etc",City of Henderson,Yes,No,No,No,PO BOX 61241,,Boulder City,NV,89006
2023329329,Lightharted Healing LLC,Lightharted Healing LLC,2470 St Rose Pkwy,Henderson,Nevada,89074,,01/22/2024,07/31/2026,"Social Work, Behavioral Therapy Business","Social Work, Behavioral Therapy Business","Providing therapy services to children, adolescents, and adults.",City of Henderson,Yes,No,No,No,375 East Starr Ave,221,Las Vegas,NV,89183
2023329331,"It's All Greek To Me, LLC",It's All Greek To Me,72 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,01/02/2024,11/30/2026,Liquor,Liquor,Casual Street Food & Cafe,City of Henderson,Yes,No,No,No,72 W Horizon Ridge Pkwy,120,Henderson,NV,89012
2023329332,Art In Motion Motors LLC,Art In Motion Motors LLC,1201 American Pacific Dr,Henderson,Nevada,89074,,09/03/2024,09/30/2026,Secondhand Dealer,"Category B, Class I","Used vehicle sales, the sale of classic custom and antique vehicles.",City of Henderson,Yes,No,No,No,1201 American Pacific Dr,B,Henderson,NV,89074
2023329333,"International Golf Maintenance, Inc.","International Golf Maintenance, Inc.",75 Montelago Blvd,Henderson,Nevada,89011,,01/29/2024,01/31/2027,Property Maintenance,Gardening/Lawn Maintenance,Landscape maintenance and installation,City of Henderson,Yes,No,No,No,5385 Gateway Blvd,12,Lakeland,FL,33811
2023329335,Kai's Bikini Fitness LLC,Nutrition House,1275 W Warm Springs Rd,Henderson,Nevada,89014,,01/04/2024,07/31/2026,Gross Revenue,Restaurant/Food Service,Healthy cafe protein smoothies,City of Henderson,Yes,No,No,No,1275 W Warm Springs Rd,140,Henderson,NV,89014
2023329338,Melissa Olivadoti,"Olivadoti, Melissa",274 Grand Olympia Dr,Henderson,Nevada,89012,,12/19/2023,12/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,Pharmaceutical Medical Affairs Consulting,City of Henderson,Yes,No,No,No,274 Grand Olympia Drive,,Henderson,NV,89012
2023329339,Galaxy Services LLC,Galaxy Services LLC,3429 Ferrell St,North Las Vegas,Nevada,89032,,12/19/2023,12/31/2026,Property Maintenance,Cleaning Services,"Galaxy Services LLC cleans carpet, tile & grout, concrete, natural stone, walls, windows, wood flooring, leather cleaning (cont. in notes)",City of Henderson,Yes,No,No,No,3429 Ferrell St,,N. Las Vegas,NV,89032
2023329341,Mama Maxie's Pizzeria LLC,Mama Maxie's Pizzeria,1690 W Sunset Rd,Henderson,Nevada,89014,,12/27/2023,10/31/2026,Liquor,Liquor,"Beer, wine, and spirit-based products for dine in.",City of Henderson,Yes,No,No,No,1690 W. Sunset Rd,104,Henderson,NV,89014
2023329342,"Le Café du Val, LLC",Le Cafe du Val,1550 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,02/14/2024,08/31/2026,Gross Revenue,Restaurant/Food Service,"Breakfast lunch brunch, serving pastries, bakeries, sandwiches, salads, crepes, sweet and savory and coffee, expresso, tea, other activities, catering on site and off site",City of Henderson,Yes,No,No,No,1550 W Horizon Ridge Pkwy,G,Henderson,NV,89012
2023329343,"Le Café du Val, LLC",Le Cafe du Val,1550 W Horizon Ridge Pkwy,Henderson,Nevada,89012,,02/14/2024,08/31/2026,Liquor,Liquor,Wine lounge,City of Henderson,Yes,No,No,No,1550 W Horizon Ridge Pkwy,G,Henderson,NV,89012
2023329345,"Spencer Shack, LLC",The Chicken Shack,10445 Spencer St,Las Vegas,Nevada,89183,,12/20/2023,12/31/2026,Gross Revenue,Restaurant/Food Service,"Chicken restaurant serving chicken fingers, wings, and fries.",City of Henderson,Yes,No,No,No,1079 Sandstone Canyon St,,Henderson,NV,89012
2023329347,OrangePath Financial Inc.,Orangepath Financial inc,2470 Saint Rose Pkwy,Henderson,Nevada,89074,,04/16/2024,10/31/2026,Mortgage Lending Company,Mortgage Lending Company,MORTGAGE BROKER SERVICE,City of Henderson,Yes,No,No,No,3635 Peachtree Industrial Blvd,200,Duluth,GA,30096
2023329350,GlobalArtLV1 LLC,GlobalArtLV1 LLC,55 S Gibson Rd,Henderson,Nevada,89012,,01/04/2024,01/31/2027,Gross Revenue,Miscellaneous,Provide tutoring / teaching art programs for enrolled students with set curriculums and levels.,City of Henderson,Yes,No,No,No,55 S Gibson Rd,119,Henderson,NV,89012
2023329351,Trending Excellence LLC,CooksKeeps,2734 Craigmillar St,Henderson,Nevada,89044,,12/21/2023,12/31/2026,Gross Revenue,Miscellaneous,Dropshipping,City of Henderson,Yes,No,No,No,2734 Craigmillar St,,Henderson,NV,89044
2023329352,"Gigi's Playhouse, Inc.","GiGi's Playhouse - Las Vegas, LLC",1535 W Warm Springs Rd,Henderson,Nevada,89014,,04/17/2024,,Non-Profit Registration,Non-Profit Registration,Down syndrome achievement center offering instructional programs,City of Henderson,Yes,No,No,No,7345 S Durango Dr,B107 Box 342,Las Vegas,NV,89113
2023329355,"Veterinary Emergency Group, LLC",Veterinary Emergency Group,470 N Stephanie St,Henderson,Nevada,89014,,12/27/2023,12/31/2026,Veterinary Office,Veterinary Office,24/7 emergency veterinary hospital,City of Henderson,Yes,No,No,No,44 South Broadway,LL3,White Plains,NY,10601
2023329357,Malvar Group of Companies LLC,ATELIER Wellness Clinic and Med Spa,8460 S Eastern Ave,Henderson,Nevada,89074,,12/27/2023,12/31/2026,Medical Office,Medical Office,"Health Services: Prevention, primary care, treatment, telemedicine, medical clinic, IV hydration, medical aesthetics, injectables, weight loss center + medical spa.",City of Henderson,Yes,No,No,No,5926 Azzura Palms Ave,,Las Vegas,NV,89139
2023329359,Malvar Group of Companies LLC,ATELIER Wellness Clinic and Med Spa,8460 S Eastern Ave,Henderson,Nevada,89074,,12/27/2023,12/31/2026,Gross Revenue,Wellness Services,"Medical Clinic Health Services (Weight loss, Prevention, Primary Care, Treatment, Telemedicine, IV hydration, and wellness). Medical Spa (Aesthetics, injectables, body contouring, facials, body scrubs and treatments, and massages).",City of Henderson,Yes,No,No,No,5926 Azzura Palms Ave,,Las Vegas,NV,89139
2023329361,Boykin Sewer and Drain LLC,Boykin Sewer and Drain LLC,3311 Fairview Ln,Las Vegas,Nevada,89121,,01/29/2024,07/31/2026,Inter-Jurisdictional Business,Inter-Jurisdictional Business,Sewer inspection with camera and clearing blockages,City of Henderson,Yes,No,No,No,3311 Fairview Ln,,Las Vegas,NV,89121
2023329363,KANE APPRAISALS,Kane Appraisals,2616 Creekside Rd,Henderson,Nevada,89074,,12/28/2023,12/31/2026,Real Estate Business,Real Estate Business,Real Estate Appraiser,City of Henderson,Yes,No,No,No,2616 Creekside Rd,,HENDERSON,NV,89074
2023329366,"MOST PREP, LLC","MOST PREP, LLC",2733 Cool Lilac Ave,Henderson,Nevada,89052,,01/03/2024,01/31/2027,Gross Revenue,Miscellaneous,"MostPrep provides expert tutoring for the SAT and ACT, and some SAT-II Subject Tests.",City of Henderson,Yes,No,No,No,2733 Cool Lilac Ave,,Henderson,NV,89052
2023329371,Boss Babe Balloons LLC,Boss Babe Balloons and Bouncers,2447 Blackcraig St,Henderson,Nevada,89044,,01/29/2024,01/31/2027,Gross Revenue,Miscellaneous,Balloons and rentals,City of Henderson,Yes,No,No,No,2447 Blackcraig St,,Henderson,NV,89044
2023329372,"Di Sab's Food Services, LLC",Di Sab's Mangia Mobile,2100 N Boulder Hwy,Henderson,Nevada,89011,,01/08/2024,01/31/2027,Mobile Food Vendor,Mobile Food Vendor,Mobile Food trailer serving Italian Street Food.,City of Henderson,Yes,No,No,No,2469 Bench Reef Pl,,Henderson,NV,89052
2023329373,Claw Planet LLC,Claw Planet,9500 S Eastern Ave,Las Vegas,Nevada,89123,,01/03/2024,01/31/2027,Gross Revenue,Miscellaneous,coin operated vending machine for plushies/stuff toys. Total 25 machines. Only 710 sq footage used for the vending machines.,City of Henderson,Yes,No,No,No,9500 S Eastern Ave.,130,Las Vegas,NV,89123
2023329374,Yunqiang GE,"GE, Yunqiang",3215 St Rose Pkwy,Henderson,Nevada,89052,,12/26/2023,12/31/2026,Massage/Reflexology (Non-Privileged),Independent Massage Therapist,Massage Therapist,City of Henderson,Yes,No,No,No,12656 Southern Highland Pkwy,2081,Las Vegas,NV,89141
2023329375,"Pink Papillon, Inc.","Bloomin' Blinds of Henderson, NV",1825 Country Meadows Dr,Henderson,Nevada,89012,,12/27/2023,12/31/2026,Gross Revenue,Miscellaneous,"Sale, installation, & repair of blinds, window shades, shutter, draperies and outdoor shades.",City of Henderson,Yes,No,No,No,1825 Country Meadows Dr,,Henderson,NV,89012
2023329376,Alafin Tattoos LLC,Alafin Tattoo Studio,4300 E Sunset Rd,Henderson,Nevada,89014,,12/27/2023,12/31/2026,Gross Revenue,Personal Services,Tattoo studio,City of Henderson,Yes,No,No,No,309 Warm Front Street,,Henderson,NV,89014
2023329377,Erika's Kitchen Spices LLC,Erika's Kitchen Spices LLC,528 Startop St,Henderson,Nevada,89052,,01/02/2024,07/31/2026,Gross Revenue,Restaurant/Food Service,Blends of Dried Herbs and Spices for cooking.,City of Henderson,Yes,No,No,No,528 Startop St,,Henderson,NV,89052
2023329378,"United, LLC",Smok-e-vapor & Cigar Zone 4,2835 N Green Valley Pkwy,Henderson,Nevada,89014,,12/27/2023,12/31/2026,Gross Revenue,Tobacco Related Product Sales,"Selling cigarrettes, cigars, vapors, and gift novelties",City of Henderson,Yes,No,No,No,2835 N Green Valley Pkwy,,Henderson,NV,89014
2023329380,"YGL, LLC",YGL Handyman Services,1424 Helen Belle Dr,Las Vegas,Nevada,89110,,12/28/2023,12/31/2026,Property Maintenance,Handyman,We do minor repair at residential properties as handyman services.,City of Henderson,Yes,No,No,No,1424 Helen Belle Dr,,Las Vegas,NV,89110
2023329382,"Valudental Sunset Boyd, PLLC",Celebrate Dental and Braces,1445 W Sunset Rd,Henderson,Nevada,89014,,02/05/2024,08/31/2026,Dental Office,Dental Office,"General dentistry, pediatric dentistry, and orthodontics.",City of Henderson,Yes,No,No,No,1445 W Sunset Rd,107,Henderson,NV,89014
2023329383,Desert Bloom Flowers LLC,Live Love Flowers,239 Pleasant Pebble St,Henderson,Nevada,89074,,01/02/2024,07/31/2026,Gross Revenue,Miscellaneous,We are a floral shop that specializes in living bouquets by combining flowers with houseplants and more.,City of Henderson,Yes,No,No,No,239 Pleasant Pebble Street,,Henderson,NV,89074
2023329384,Innovative Acupuncture Center LLC,Innovative Acupuncture Center,1070 Wigwam Pkwy,Henderson,Nevada,89074,,02/28/2024,02/28/2027,Medical Office,Medical Office,Acupuncture,City of Henderson,Yes,No,No,No,1070 Wigwam Pkwy,110,Henderson,NV,89015
2023329385,Innovative Acupuncture Center LLC,Innovative Acupuncture Center,1070 Wigwam Pkwy,Henderson,Nevada,89074,,02/28/2024,02/28/2027,Gross Revenue,Miscellaneous,Selling herbs and other natural health products.,City of Henderson,Yes,No,No,No,1070 Wigwam Pkwy,110,Henderson,NV,89015
2023329387,JP & JC Landscaping Maintenance LLC,JP & JC Landscaping Maintenance LLC,2124 Englestad St,North Las Vegas,Nevada,89030,,12/28/2023,12/31/2026,Property Maintenance,Gardening/Lawn Maintenance,lawn care maintenance,City of Henderson,Yes,No,No,No,2124 Englestad Street,,N. Las Vegas,NV,89030
2023329389,De Corazon Counseling Las Vegas LLC,De Corazon Counseling Las Vegas LLC,105 Boysenberry Ln,Henderson,Nevada,89074,(702) 763-3589,01/08/2024,07/31/2026,"Social Work, Behavioral Therapy Business","Social Work, Behavioral Therapy Business",Marriage and family therapy,City of Henderson,Yes,No,No,No,675 S Green Valley Parkway,1292,Henderson,NV,89052
2023329391,Lux Holiday Designs LLC,Lux Holiday Designs,512 Fox Horn Rd,Henderson,Nevada,89052,,12/28/2023,12/31/2026,Gross Revenue,Miscellaneous,I am an ecommerce business. I sell Christmas tree decor kits online.,City of Henderson,Yes,No,No,No,512 Fox Horn Road,,Henderson,NV,89052
2023329392,Steve Candelas,Candelas Firearms Training,2150 Mooreview St,Henderson,Nevada,89012,,12/28/2023,12/31/2026,Gross Revenue,Firearms/Firearms Instructor,Instructing individuals with firearms training and safety practices. Certification in getting concealed carry weapons permit.,City of Henderson,Yes,No,No,No,2150 Mooreview St.,,Henderson,NV,89012
2024329393,College Villas L.P.,College Villas Senior Apartments,511 College Dr,Henderson,Nevada,89015,(562) 257-5100,01/24/2024,01/31/2027,Apartment House,Apartment House,Housing for low income elderly and/or physically disabled.,City of Henderson,Yes,No,No,No,911 N. Studebaker Road,,Long Beach,CA,90815
2024329397,"Fudgetopia, LLC",Pop-A-Licious,6920 McLeod Dr,Las Vegas,Nevada,89121,,01/02/2024,01/31/2027,Gross Revenue,Farmers Market,Farmers Markets,City of Henderson,Yes,No,No,No,2013 Angel Falls Dr,,Henderson,NV,89074
2024329400,Lawrence Creative Group LLC,"Lawrence Creative Group, LLC",1661 Stirrup Dr,Henderson,Nevada,89002,,01/18/2024,01/31/2027,Gross Revenue,Pet Product Sales,Creating videos and photos for social media avenues that teach about dog training techniques in real world situations,City of Henderson,Yes,No,No,No,1661 Stirrup Dr,,Henderson,NV,89002
2024329401,"Absolute Dental & Orthodontics Prada, PLLC",Absolute Dental,55 S Valle Verde Dr,Henderson,Nevada,89012,,02/26/2024,08/31/2026,Dental Office,Dental Office,Dental Office,City of Henderson,Yes,No,No,No,8370 W Cheyenne Ave,103,Las Vegas,NV,89129
2024329405,Friedman Injury Law PLLC,Friedman Injury Law,375 N Stephanie St,Henderson,Nevada,89014,,01/04/2024,01/31/2027,Law Firm or Law Office,Law Firm or Law Office,Law Firm,City of Henderson,Yes,No,No,No,375 N. Stephanie St.,14,Henderson,NV,89014
2024329407,Page Psychological Services LLC,Page Psychological Services LLC,14 Hammock Dunes Ct,Henderson,Nevada,89052,,01/03/2024,07/31/2026,"Social Work, Behavioral Therapy Business","Social Work, Behavioral Therapy Business",Virtual Psychological services including therapy and assessment/testing.,City of Henderson,Yes,No,No,No,14 Hammock Dunes Ct,,Henderson,NV,89052
2024329408,"Clean Cans, LLC","Clean Cans, LLC",265 Tropic Tan Ct,Henderson,Nevada,89074,,02/14/2024,08/31/2026,Property Maintenance,Power Washer,Clean and sanitize trash cans Power washing,City of Henderson,Yes,No,No,No,265 Tropic Tan Ct,,Henderson,NV,89074
2024329409,"BDO USA, P.C.","BDO USA, P.C.",8548 Rozita Lee Ave,Las Vegas,Nevada,89113,,01/04/2024,01/31/2027,Accounting Firm,Accounting Firm,"Provide professional tax, advisory, audit, and other accounting related services.",City of Henderson,Yes,No,No,No,5300 Patterson Ave SE,100,Grand Rapids,MI,49512
2024329411,"Maravilla Gardens, LLC",Maravilla Gardens,4526 Heavenly Love Way,Las Vegas,Nevada,89147,,01/03/2024,07/31/2026,Property Maintenance,Gardening/Lawn Maintenance,"Landscape maintenance. Blowing, mowing, trimming, setting irrigation clocks.",City of Henderson,Yes,No,No,No,4526 Heavenly Love Way,,Las Vegas,NV,89147
2024329414,"Techmotive Nevada, LLC",Techmotive,180 Cassia Way,Henderson,Nevada,89014,,01/04/2024,01/31/2027,Gross Revenue,Automotive,Automotive repair specializing in ADAS and Electric vehicles and some alignment.,City of Henderson,Yes,No,No,No,4630 Arville St,D,Las Vegas,NV,89103
2024329417,Beacon Oral Specialists Management LLC,Beacon Oral Specialists Management LLC,2835 Saint Rose Pkwy,Henderson,Nevada,89052,,08/05/2024,08/31/2026,Management/Marketing/Consulting,Management/Marketing/Consulting,Management of Dental Surgery Practice,City of Henderson,Yes,No,No,No,12770 Merit Dr,800,Dallas,TX,75251
2024329418,"SiteOne Landscape Supply, LLC","SiteOne Landscape Supply, LLC",4175 W Dewey Dr,Las Vegas,Nevada,89118,,01/04/2024,01/31/2027,Inter-Jurisdictional Business,Inter-Jurisdictional Business,Deliver landscape supplies into Henderson.,City of Henderson,Yes,No,No,No,650 Stephenson Hwy,,Troy,MI,48083-1110
2024329422,Loop Trail Rentals L.L.C.,Loop Trail Rentals L.L.C.,1680 Stirrup Dr,Henderson,Nevada,89002,,01/04/2024,07/31/2026,Gross Revenue,Miscellaneous,ebike and bicycle rental. Daily rental of said bikes. May also provide safety gear and/or accessories compliant to the bikes. Rental and pickup at designated meet up location.,City of Henderson,Yes,No,No,No,1680 Stirrup Drive,,Henderson,NV,89002
2024329423,Jilan Wise Aesthetics LLC,Jilan Wise Aesthetics,64 N Pecos Rd,Henderson,Nevada,89074,,01/17/2024,01/31/2027,Barbershops and Cosmetology Establishment,Barbershops and Cosmetology Establishment,We will be offering our clients and the general public advanced aesthetics treatments and regular esthetics treatments. We will also be selling skincare,City of Henderson,Yes,No,No,No,2870 E Serene Ave,,Henderson,NV,89074
2024329424,Jilan Wise Aesthetics LLC,Jilan Wise Aesthetics,64 N Pecos Rd,Henderson,Nevada,89074,(541) 515-2767,01/17/2024,01/31/2027,Gross Revenue,Miscellaneous,We will be offering our clients and the general public advanced aesthetics treatments and regular esthetics treatments. We will also be selling skincare,City of Henderson,Yes,No,No,No,5737 Willie Saunders St,,Las Vegas,NV,89120
2024329425,"Sun Auto Tire & Service, Inc.",Sun Auto Service,106 S Stephanie St,Henderson,Nevada,89012,(480) 903-1184,01/10/2024,01/31/2027,Gross Revenue,Automotive,Auto Repair Maintenance and Tires,City of Henderson,Yes,No,No,No,1201 S Alma School Rd,14000,Mesa,AZ,85210-2096
2024329426,"Sun Auto Tire & Service, Inc.",Sun Auto Service,3027 Saint Rose Pkwy,Henderson,Nevada,89052,(480) 903-1184,01/10/2024,01/31/2027,Gross Revenue,Automotive,"Auto Repair, Maintenance and Tires",City of Henderson,Yes,No,No,No,1201 S Alma School Rd,14000,Mesa,AZ,85210-2096
2024329427,"Sun Auto Tire & Service, Inc.",Sun Auto Service,3540 Volunteer Blvd,Henderson,Nevada,89044,(480) 903-1184,01/10/2024,01/31/2027,Gross Revenue,Automotive,"Auto Repair, Maintenance and Tires",City of Henderson,Yes,No,No,No,1201 S Alma School Rd,14000,Mesa,AZ,85210-2096
2024329431,"Behavioral Fluency, LLC","Behavioral Fluency, LLC",375 N Stephanie St,Henderson,Nevada,89014,,01/16/2024,07/31/2026,"Social Work, Behavioral Therapy Business","Social Work, Behavioral Therapy Business",Applied Behavior Analysis Therapy Services (Autism Treatment),City of Henderson,Yes,No,No,No,9288 Valley Ranch Ave,,Las Vegas,NV,89178-5526
2024329435,Southwest Blinds & Shutters LLC.,Southwest Blinds & Shutters LLC,1000 N Green Valley Pkwy,Henderson,Nevada,89074,,01/10/2024,01/31/2027,Gross Revenue,Retail Product Sales,"Retail sales of custom window coverings including blinds, shades, shutters, and draperies",City of Henderson,Yes,No,No,No,7931 E Pecos Rd,130,Mesa,AZ,85212
2024329437,Customizable Surfaces,Customizable Surfaces,6647 Sunrise Ave,Las Vegas,Nevada,89110,,01/24/2024,01/31/2027,Gross Revenue,Miscellaneous,"Sell tumblers, coffee mugs, and other gifts at craft markets",City of Henderson,Yes,No,No,No,4650 Juudson Ave,E,Las Vegas,NV,89115
2024329438,High Rollers Motorcycle Club,High Rollers Motorcycle Club,1703 Duarte Dr,Henderson,Nevada,89014,,01/31/2024,,Non-Profit Registration,Non-Profit Registration,We are a 501(c)(3) motorcycle club that takes part in local charity events as well as host our own charity events locally.,City of Henderson,Yes,No,No,No,1703 Duarte Drive,,Henderson,NV,89014
2024329440,NHouse Content LLC,NHouse Content LLC,5940 S Rainbow Blvd,Las Vegas,Nevada,89118,,01/09/2024,07/31/2026,Gross Revenue,Miscellaneous,Teaching adults how to use their mobile devices at the Multi Gen Henderson,City of Henderson,Yes,No,No,No,1575 W Horizon Ridge Pkwy,Unit 530821,Henderson,NV,89012
2024329441,Switchback Engineering LLC,Switchback Engineering LLC,10040 Sweet Oleander Ave,Las Vegas,Nevada,89149,,01/09/2024,01/31/2027,Engineering Firm,Engineering Firm,Civil Engineering Design Services,City of Henderson,Yes,No,No,No,10040 Sweet Oleander Ave,,Las Vegas,NV,89149
2024329443,Deloris Demetrius Scott,Lady Confident,3535 Executive Terminal Dr,Henderson,Nevada,89052,,01/09/2024,07/31/2026,Gross Revenue,Clothing and Apparel,"Lady Confident is an online store that sells merchandise that will appeal to women, such as apparel and accessories, home good, pain support product. (Continued in notes)",City of Henderson,Yes,No,No,No,3535 Executive Terminal D,110,Henderson,NV,89052
